Date,AMV
2011-10-21,200.0
2011-10-24,200.0
2011-10-25,200.0
2011-10-26,200.0
2011-10-27,200.0
2011-10-28,200.0
2011-10-31,200.0
2011-11-01,200.0
2011-11-02,200.0
2011-11-03,200.0
2011-11-04,200.0
2011-11-07,200.0
2011-11-08,200.0
2011-11-09,200.0
2011-11-10,200.0
2011-11-11,200.0
2011-11-14,200.0
2011-11-15,200.0
2011-11-16,200.0
2011-11-17,200.0
2011-11-18,200.0
2011-11-21,200.0
2011-11-22,200.0
2011-11-23,200.0
2011-11-25,200.0
2011-11-28,200.0
2011-11-29,200.0
2011-11-30,200.0
2011-12-01,200.0
2011-12-02,200.0
2011-12-05,200.0
2011-12-06,200.0
2011-12-07,200.0
2011-12-08,200.0
2011-12-09,200.0
2011-12-12,200.0
2011-12-13,200.0
2011-12-14,200.0
2011-12-15,200.0
2011-12-16,200.0
2011-12-19,200.0
2011-12-20,200.0
2011-12-21,200.0
2011-12-22,200.0
2011-12-23,200.0
2011-12-27,200.0
2011-12-28,200.0
2011-12-29,200.0
2011-12-30,200.0
2012-01-03,200.0
2012-01-04,200.0
2012-01-05,200.0
2012-01-06,200.0
2012-01-09,200.0
2012-01-10,200.0
2012-01-11,200.0
2012-01-12,200.0
2012-01-13,200.0
2012-01-17,200.0
2012-01-18,200.0
2012-01-19,200.0
2012-01-20,200.0
2012-01-23,200.0
2012-01-24,200.0
2012-01-25,200.0
2012-01-26,200.0
2012-01-27,200.0
2012-01-30,200.0
2012-01-31,200.0
2012-02-01,200.0
2012-02-02,200.0
2012-02-03,200.0
2012-02-06,200.0
2012-02-07,200.0
2012-02-08,200.0
2012-02-09,200.0
2012-02-10,200.0
2012-02-13,200.0
2012-02-14,200.0
2012-02-15,200.0
2012-02-16,200.0
2012-02-17,200.0
2012-02-21,200.0
2012-02-22,200.0
2012-02-23,200.0
2012-02-24,200.0
2012-02-27,200.0
2012-02-28,200.0
2012-02-29,200.0
2012-03-01,200.0
2012-03-02,200.0
2012-03-05,200.0
2012-03-06,200.0
2012-03-07,200.0
2012-03-08,200.0
2012-03-09,200.0
2012-03-12,200.0
2012-03-13,200.0
2012-03-14,200.0
2012-03-15,200.0
2012-03-16,200.0
2012-03-19,200.0
2012-03-20,200.0
2012-03-21,200.0
2012-03-22,200.0
2012-03-23,200.0
2012-03-26,200.0
2012-03-27,200.0
2012-03-28,200.0
2012-03-29,200.0
2012-03-30,200.0
2012-04-02,200.0
2012-04-03,200.0
2012-04-04,200.0
2012-04-05,200.0
2012-04-09,200.0
2012-04-10,200.0
2012-04-11,200.0
2012-04-12,200.0
2012-04-13,200.0
2012-04-16,200.0
2012-04-17,200.0
2012-04-18,200.0
2012-04-19,200.0
2012-04-20,200.0
2012-04-23,200.0
2012-04-24,200.0
2012-04-25,200.0
2012-04-26,200.0
2012-04-27,200.0
2012-04-30,200.0
2012-05-01,200.0
2012-05-02,200.0
2012-05-03,200.0
2012-05-04,200.0
2012-05-07,200.0
2012-05-08,200.0
2012-05-09,200.0
2012-05-10,200.0
2012-05-11,200.0
2012-05-14,200.0
2012-05-15,200.0
2012-05-16,200.0
2012-05-17,200.0
2012-05-18,200.0
2012-05-21,200.0
2012-05-22,200.0
2012-05-23,200.0
2012-05-24,200.0
2012-05-25,200.0
2012-05-29,200.0
2012-05-30,200.0
2012-05-31,200.0
2012-06-01,200.0
2012-06-04,200.0
2012-06-05,200.0
2012-06-06,200.0
2012-06-07,200.0
2012-06-08,200.0
2012-06-11,
2012-06-12,200.0
2012-06-13,200.0
2012-06-14,200.0
2012-06-15,200.0
2012-06-18,200.0
2012-06-19,200.0
2012-06-20,200.0
2012-06-21,200.0
2012-06-22,200.0
2012-06-25,200.0
2012-06-26,200.0
2012-06-27,200.0
2012-06-28,200.0
2012-06-29,200.0
2012-07-02,200.0
2012-07-03,200.0
2012-07-05,200.0
2012-07-06,200.0
2012-07-09,200.0
2012-07-10,200.0
2012-07-11,200.0
2012-07-12,200.0
2012-07-13,200.0
2012-07-16,200.0
2012-07-17,200.0
2012-07-18,200.0
2012-07-19,200.0
2012-07-20,200.0
2012-07-23,200.0
2012-07-24,200.0
2012-07-25,200.0
2012-07-26,200.0
2012-07-27,200.0
2012-07-30,200.0
2012-07-31,200.0
2012-08-01,200.0
2012-08-02,200.0
2012-08-03,200.0
2012-08-06,200.0
2012-08-07,200.0
2012-08-08,200.0
2012-08-09,200.0
2012-08-10,200.0
2012-08-13,200.0
2012-08-14,200.0
2012-08-15,200.0
2012-08-16,200.0
2012-08-17,200.0
2012-08-20,200.0
2012-08-21,200.0
2012-08-22,200.0
2012-08-23,200.0
2012-08-24,200.0
2012-08-27,200.0
2012-08-28,200.0
2012-08-29,200.0
2012-08-30,200.0
2012-08-31,200.0
2012-09-04,200.0
2012-09-05,200.0
2012-09-06,200.0
2012-09-07,200.0
2012-09-10,200.0
2012-09-11,200.0
2012-09-12,200.0
2012-09-13,200.0
2012-09-14,200.0
2012-09-17,200.0
2012-09-18,200.0
2012-09-19,200.0
2012-09-20,200.0
2012-09-21,200.0
2012-09-24,200.0
2012-09-25,200.0
2012-09-26,200.0
2012-09-27,200.0
2012-09-28,200.0
2012-10-01,200.0
2012-10-02,200.0
2012-10-03,200.0
2012-10-04,200.0
2012-10-05,200.0
2012-10-08,200.0
2012-10-09,200.0
2012-10-10,200.0
2012-10-11,200.0
2012-10-12,200.0
2012-10-15,200.0
2012-10-16,200.0
2012-10-17,200.0
2012-10-18,200.0
2012-10-19,200.0
2012-10-22,200.0
2012-10-23,200.0
2012-10-24,200.0
2012-10-25,200.0
2012-10-26,200.0
2012-10-31,200.0
2012-11-01,200.0
2012-11-02,200.0
2012-11-05,200.0
2012-11-06,200.0
2012-11-07,200.0
2012-11-08,200.0
2012-11-09,200.0
2012-11-12,200.0
2012-11-13,200.0
2012-11-14,200.0
2012-11-15,200.0
2012-11-16,200.0
2012-11-19,200.0
2012-11-20,200.0
2012-11-21,200.0
2012-11-23,200.0
2012-11-26,200.0
2012-11-27,200.0
2012-11-28,200.0
2012-11-29,200.0
2012-11-30,200.0
2012-12-03,200.0
2012-12-04,200.0
2012-12-05,200.0
2012-12-06,200.0
2012-12-07,200.0
2012-12-10,200.0
2012-12-11,200.0
2012-12-12,200.0
2012-12-13,200.0
2012-12-14,200.0
2012-12-17,200.0
2012-12-18,200.0
2012-12-19,200.0
2012-12-20,200.0
2012-12-21,200.0
2012-12-24,
2012-12-26,
2012-12-27,200.0
2012-12-28,200.0
2012-12-31,
2013-01-02,200.0
2013-01-03,200.0
2013-01-04,200.0
2013-01-07,200.0
2013-01-08,200.0
2013-01-09,200.0
2013-01-10,200.0
2013-01-11,200.0
2013-01-14,200.0
2013-01-15,200.0
2013-01-16,200.0
2013-01-17,200.0
2013-01-18,200.0
2013-01-22,200.0
2013-01-23,200.0
2013-01-24,200.0
2013-01-25,200.0
2013-01-28,200.0
2013-01-29,200.0
2013-01-30,200.0
2013-01-31,200.0
2013-02-01,200.0
2013-02-04,200.0
2013-02-05,200.0
2013-02-06,200.0
2013-02-07,200.0
2013-02-08,200.0
2013-02-11,200.0
2013-02-12,200.0
2013-02-13,200.0
2013-02-14,200.0
2013-02-15,200.0
2013-02-19,200.0
2013-02-20,200.0
2013-02-21,200.0
2013-02-22,200.0
2013-02-25,200.0
2013-02-26,200.0
2013-02-27,200.0
2013-02-28,200.0
2013-03-01,200.0
2013-03-04,200.0
2013-03-05,200.0
2013-03-06,200.0
2013-03-07,200.0
2013-03-08,200.0
2013-03-11,200.0
2013-03-12,200.0
2013-03-13,200.0
2013-03-14,200.0
2013-03-15,200.0
2013-03-18,200.0
2013-03-19,200.0
2013-03-20,200.0
2013-03-21,200.0
2013-03-22,200.0
2013-03-25,200.0
2013-03-26,200.0
2013-03-27,200.0
2013-03-28,200.0
2013-04-01,200.0
2013-04-02,200.0
2013-04-03,200.0
2013-04-04,200.0
2013-04-05,200.0
2013-04-08,200.0
2013-04-09,200.0
2013-04-10,200.0
2013-04-11,200.0
2013-04-12,200.0
2013-04-15,200.0
2013-04-16,200.0
2013-04-17,200.0
2013-04-18,200.0
2013-04-19,200.0
2013-04-22,200.0
2013-04-23,200.0
2013-04-24,200.0
2013-04-25,200.0
2013-04-26,200.0
2013-04-29,200.0
2013-04-30,200.0
2013-05-01,200.0
2013-05-02,200.0
2013-05-03,200.0
2013-05-06,200.0
2013-05-07,200.0
2013-05-08,200.0
2013-05-09,
2013-05-10,
2013-05-13,
2013-05-14,
2013-05-15,
2013-05-16,
2013-05-17,
2013-05-20,
2013-05-21,
2013-05-22,
2013-05-23,
2013-05-24,
2013-05-28,
2013-05-29,
2013-05-30,
2013-05-31,
2013-06-03,
2013-06-04,
2013-06-05,
2013-06-06,
2013-06-07,
2013-06-10,
2013-06-11,
2013-06-12,
2013-06-13,
2013-06-14,
2013-06-17,
2013-06-18,
2013-06-19,
2013-06-20,
2013-06-21,
2013-06-24,
2013-06-25,
2013-06-26,
2013-06-27,
2013-06-28,
2013-07-01,
2013-07-02,
2013-07-03,
2013-07-05,
2013-07-08,
2013-07-09,
2013-07-10,
2013-07-11,
2013-07-12,
2013-07-15,
2013-07-16,
2013-07-17,
2013-07-18,
2013-07-19,
2013-07-22,
2013-07-23,
2013-07-24,
2013-07-25,
2013-07-26,
2013-07-29,
2013-07-30,
2013-07-31,
2013-08-01,
2013-08-02,
2013-08-05,
2013-08-06,
2013-08-07,
2013-08-08,
2013-08-09,
2013-08-12,
2013-08-13,
2013-08-14,
2013-08-15,
2013-08-16,
2013-08-19,
2013-08-20,
2013-08-21,
2013-08-22,
2013-08-23,
2013-08-26,
2013-08-27,
2013-08-28,
2013-08-29,
2013-08-30,
2013-09-03,
2013-09-04,
2013-09-05,
2013-09-06,
2013-09-09,
2013-09-10,
2013-09-11,
2013-09-12,
2013-09-13,
2013-09-16,
2013-09-17,
2013-09-18,
2013-09-19,
2013-09-20,
2013-09-23,
2013-09-24,
2013-09-25,
2013-09-26,
2013-09-27,
2013-09-30,
2013-10-01,
2013-10-02,
2013-10-03,
2013-10-04,
2013-10-07,
2013-10-08,
2013-10-09,
2013-10-10,
2013-10-11,
2013-10-14,
2013-10-15,
2013-10-16,
2013-10-17,
2013-10-18,
2013-10-21,
2013-10-22,
2013-10-23,
2013-10-24,
2013-10-25,
2013-10-28,
2013-10-29,
2013-10-30,
2013-10-31,
2013-11-01,
2013-11-04,
2013-11-05,
2013-11-06,
2013-11-07,
2013-11-08,
2013-11-11,
2013-11-12,
2013-11-13,
2013-11-14,
2013-11-15,
2013-11-18,
2013-11-19,
2013-11-20,
2013-11-21,
2013-11-22,
2013-11-25,
2013-11-26,
2013-11-27,
2013-11-29,
2013-12-02,
2013-12-03,
2013-12-04,
2013-12-05,
2013-12-06,
2013-12-09,
2013-12-10,
2013-12-11,
2013-12-12,
2013-12-13,
2013-12-16,
2013-12-17,
2013-12-18,
2013-12-19,
2013-12-20,
2013-12-23,
2013-12-24,
2013-12-26,
2013-12-27,
2013-12-30,
2013-12-31,
2014-01-02,
2014-01-03,
2014-01-06,
2014-01-07,
2014-01-08,
2014-01-09,
2014-01-10,
2014-01-13,
2014-01-14,
2014-01-15,
2014-01-16,
2014-01-17,
2014-01-21,
2014-01-22,
2014-01-23,
2014-01-24,
2014-01-27,
2014-01-28,
2014-01-29,
2014-01-30,
2014-01-31,
2014-02-03,
2014-02-04,
2014-02-05,
2014-02-06,
2014-02-07,
2014-02-10,
2014-02-11,
2014-02-12,
2014-02-13,
2014-02-14,
2014-02-18,200.0
2014-02-19,200.0
2014-02-20,200.0
2014-02-21,200.0
2014-02-24,200.0
2014-02-25,200.0
2014-02-26,200.0
2014-02-27,200.0
2014-02-28,200.0
2014-03-03,200.0
2014-03-04,200.0
2014-03-05,200.0
2014-03-06,200.0
2014-03-07,200.0
2014-03-10,200.0
2014-03-11,200.0
2014-03-12,200.0
2014-03-13,200.0
2014-03-14,200.0
2014-03-17,200.0
2014-03-18,200.0
2014-03-19,200.0
2014-03-20,200.0
2014-03-21,200.0
2014-03-24,200.0
2014-03-25,200.0
2014-03-26,200.0
2014-03-27,200.0
2014-03-28,200.0
2014-03-31,200.0
2014-04-01,200.0
2014-04-02,200.0
2014-04-03,200.0
2014-04-04,200.0
2014-04-07,200.0
2014-04-08,200.0
2014-04-09,200.0
2014-04-10,200.0
2014-04-11,200.0
2014-04-14,200.0
2014-04-15,200.0
2014-04-16,200.0
2014-04-17,200.0
2014-04-21,200.0
2014-04-22,200.0
2014-04-23,200.0
2014-04-24,200.0
2014-04-25,200.0
2014-04-28,200.0
2014-04-29,200.0
2014-04-30,200.0
2014-05-01,200.0
2014-05-02,200.0
2014-05-05,200.0
2014-05-06,200.0
2014-05-07,200.0
2014-05-08,200.0
2014-05-09,200.0
2014-05-12,200.0
2014-05-13,200.0
2014-05-14,200.0
2014-05-15,200.0
2014-05-16,200.0
2014-05-19,200.0
2014-05-20,200.0
2014-05-21,200.0
2014-05-22,200.0
2014-05-23,200.0
2014-05-27,200.0
2014-05-28,200.0
2014-05-29,200.0
2014-05-30,200.0
2014-06-02,200.0
2014-06-03,200.0
2014-06-04,200.0
2014-06-05,200.0
2014-06-06,200.0
2014-06-09,200.0
2014-06-10,200.0
2014-06-11,200.0
2014-06-12,200.0
2014-06-13,200.0
2014-06-16,200.0
2014-06-17,200.0
2014-06-18,200.0
2014-06-19,200.0
2014-06-20,200.0
2014-06-23,200.0
2014-06-24,200.0
2014-06-25,200.0
2014-06-26,200.0
2014-06-27,200.0
2014-06-30,200.0
2014-07-01,200.0
2014-07-02,200.0
2014-07-03,200.0
2014-07-07,200.0
2014-07-08,200.0
2014-07-09,200.0
2014-07-10,200.0
2014-07-11,200.0
2014-07-14,200.0
2014-07-15,200.0
2014-07-16,200.0
2014-07-17,200.0
2014-07-18,200.0
2014-07-21,200.0
2014-07-22,200.0
2014-07-23,200.0
2014-07-24,200.0
2014-07-25,200.0
2014-07-28,200.0
2014-07-29,200.0
2014-07-30,200.0
2014-07-31,200.0
2014-08-01,
2014-08-04,
2014-08-05,
2014-08-06,
2014-08-07,
2014-08-08,
2014-08-11,
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,
2014-08-22,
2014-08-25,
2014-08-26,
2014-08-27,
2014-08-28,
2014-08-29,
2014-09-02,
2014-09-03,
2014-09-04,
2014-09-05,
2014-09-08,
2014-09-09,
2014-09-10,
2014-09-11,
2014-09-12,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-22,
2014-09-23,
2014-09-24,
2014-09-25,
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-01,
2014-10-02,
2014-10-03,
2014-10-06,
2014-10-07,
2014-10-08,
2014-10-09,
2014-10-10,
2014-10-13,
2014-10-14,
2014-10-15,
2014-10-16,
2014-10-17,
2014-10-20,
2014-10-21,
2014-10-22,
2014-10-23,
2014-10-24,
2014-10-27,
2014-10-28,
2014-10-29,
2014-10-30,
2014-10-31,
2014-11-03,
2014-11-04,
2014-11-05,
2014-11-06,
2014-11-07,
2014-11-10,
2014-11-11,
2014-11-12,
2014-11-13,
2014-11-14,
2014-11-17,
2014-11-18,
2014-11-19,
2014-11-20,
2014-11-21,
2014-11-24,
2014-11-25,
2014-11-26,
2014-11-28,
2014-12-01,
2014-12-02,
2014-12-03,
2014-12-04,4200.0
2014-12-05,4200.0
2014-12-08,4100.0
2014-12-09,4100.0
2014-12-10,4200.0
2014-12-11,3900.0
2014-12-12,3800.0
2014-12-15,4000.0
2014-12-16,3900.0
2014-12-17,3600.0
2014-12-18,3900.0
2014-12-19,4000.0
2014-12-22,4100.0
2014-12-23,3900.0
2014-12-24,3700.0
2014-12-26,3700.0
2014-12-29,3700.0
2014-12-30,3700.0
2014-12-31,
2015-01-02,3800.0
2015-01-05,3800.0
2015-01-06,3900.0
2015-01-07,3900.0
2015-01-08,3900.0
2015-01-09,3900.0
2015-01-12,3900.0
2015-01-13,3900.0
2015-01-14,3900.0
2015-01-15,3900.0
2015-01-16,3600.0
2015-01-20,3700.0
2015-01-21,3900.0
2015-01-22,3900.0
2015-01-23,4000.0
2015-01-26,4000.0
2015-01-27,4000.0
2015-01-28,4000.0
2015-01-29,4000.0
2015-01-30,4000.0
2015-02-02,4300.0
2015-02-03,4700.0
2015-02-04,4700.0
2015-02-05,4800.0
2015-02-06,4800.0
2015-02-09,4400.0
2015-02-10,4400.0
2015-02-11,4100.0
2015-02-12,4100.0
2015-02-13,4100.0
2015-02-17,
2015-02-18,4100.0
2015-02-19,4100.0
2015-02-20,4100.0
2015-02-23,4100.0
2015-02-24,4100.0
2015-02-25,4100.0
2015-02-26,4300.0
2015-02-27,4300.0
2015-03-02,4300.0
2015-03-03,4300.0
2015-03-04,4300.0
2015-03-05,3900.0
2015-03-06,3700.0
2015-03-09,3700.0
2015-03-10,3700.0
2015-03-11,3700.0
2015-03-12,3700.0
2015-03-13,3700.0
2015-03-16,3700.0
2015-03-17,3900.0
2015-03-18,3600.0
2015-03-19,3600.0
2015-03-20,3600.0
2015-03-23,3600.0
2015-03-24,3600.0
2015-03-25,3600.0
2015-03-26,3600.0
2015-03-27,3600.0
2015-03-30,3600.0
2015-03-31,3300.0
2015-04-01,3300.0
2015-04-02,3500.0
2015-04-06,3500.0
2015-04-07,3800.0
2015-04-08,4000.0
2015-04-09,3700.0
2015-04-10,3800.0
2015-04-13,3800.0
2015-04-14,4100.0
2015-04-15,4100.0
2015-04-16,4000.0
2015-04-17,4000.0
2015-04-20,3800.0
2015-04-21,3800.0
2015-04-22,3900.0
2015-04-23,4000.0
2015-04-24,4100.0
2015-04-27,4400.0
2015-04-28,4400.0
2015-04-29,4400.0
2015-04-30,4400.0
2015-05-01,4400.0
2015-05-04,4000.0
2015-05-05,3900.0
2015-05-06,3900.0
2015-05-07,3600.0
2015-05-08,3600.0
2015-05-11,3600.0
2015-05-12,3600.0
2015-05-13,3500.0
2015-05-14,3500.0
2015-05-15,3500.0
2015-05-18,3500.0
2015-05-19,3500.0
2015-05-20,3700.0
2015-05-21,3400.0
2015-05-22,3100.0
2015-05-26,3000.0
2015-05-27,3300.0
2015-05-28,3600.0
2015-05-29,3900.0
2015-06-01,4100.0
2015-06-02,4400.0
2015-06-03,4200.0
2015-06-04,4300.0
2015-06-05,4300.0
2015-06-08,4100.0
2015-06-09,4100.0
2015-06-10,4100.0
2015-06-11,4200.0
2015-06-12,3800.0
2015-06-15,4100.0
2015-06-16,4200.0
2015-06-17,4300.0
2015-06-18,4300.0
2015-06-19,4300.0
2015-06-22,4300.0
2015-06-23,4300.0
2015-06-24,3900.0
2015-06-25,3900.0
2015-06-26,4000.0
2015-06-29,4000.0
2015-06-30,4000.0
2015-07-01,4000.0
2015-07-02,4000.0
2015-07-06,4000.0
2015-07-07,4000.0
2015-07-08,4000.0
2015-07-09,4000.0
2015-07-10,4000.0
2015-07-13,4000.0
2015-07-14,4000.0
2015-07-15,4000.0
2015-07-16,4000.0
2015-07-17,4000.0
2015-07-20,3600.0
2015-07-21,3600.0
2015-07-22,3600.0
2015-07-23,3600.0
2015-07-24,3600.0
2015-07-27,3600.0
2015-07-28,3600.0
2015-07-29,3600.0
2015-07-30,3500.0
2015-07-31,3500.0
2015-08-03,3200.0
2015-08-04,3200.0
2015-08-05,3500.0
2015-08-06,3500.0
2015-08-07,3500.0
2015-08-10,3500.0
2015-08-11,3500.0
2015-08-12,3500.0
2015-08-13,3500.0
2015-08-14,3500.0
2015-08-17,3500.0
2015-08-18,3500.0
2015-08-19,3500.0
2015-08-20,3500.0
2015-08-21,3600.0
2015-08-24,3600.0
2015-08-25,3600.0
2015-08-26,3600.0
2015-08-27,3600.0
2015-08-28,3600.0
2015-08-31,3600.0
2015-09-01,3600.0
2015-09-02,3600.0
2015-09-03,3600.0
2015-09-04,3600.0
2015-09-08,3600.0
2015-09-09,3300.0
2015-09-10,3300.0
2015-09-11,3300.0
2015-09-14,3600.0
2015-09-15,3600.0
2015-09-16,3600.0
2015-09-17,3600.0
2015-09-18,3600.0
2015-09-21,3600.0
2015-09-22,3600.0
2015-09-23,3600.0
2015-09-24,3600.0
2015-09-25,3600.0
2015-09-28,3600.0
2015-09-29,3600.0
2015-09-30,3600.0
2015-10-01,3600.0
2015-10-02,3600.0
2015-10-05,3600.0
2015-10-06,3600.0
2015-10-07,3600.0
2015-10-08,3600.0
2015-10-09,3600.0
2015-10-12,3600.0
2015-10-13,3600.0
2015-10-14,3500.0
2015-10-15,3800.0
2015-10-16,4100.0
2015-10-19,4500.0
2015-10-20,4400.0
2015-10-21,4100.0
2015-10-22,4300.0
2015-10-23,4300.0
2015-10-26,4300.0
2015-10-27,4400.0
2015-10-28,4000.0
2015-10-29,4000.0
2015-10-30,4300.0
2015-11-02,4200.0
2015-11-03,4100.0
2015-11-04,4100.0
2015-11-05,4100.0
2015-11-06,4000.0
2015-11-09,4000.0
2015-11-10,4000.0
2015-11-11,4000.0
2015-11-12,4000.0
2015-11-13,4000.0
2015-11-16,4000.0
2015-11-17,4000.0
2015-11-18,4000.0
2015-11-19,4000.0
2015-11-20,4000.0
2015-11-23,4000.0
2015-11-24,4000.0
2015-11-25,4000.0
2015-11-27,4100.0
2015-11-30,4100.0
2015-12-01,4100.0
2015-12-02,3700.0
2015-12-03,3900.0
2015-12-04,3900.0
2015-12-07,3900.0
2015-12-08,3900.0
2015-12-09,3900.0
2015-12-10,3600.0
2015-12-11,3600.0
2015-12-14,3600.0
2015-12-15,3600.0
2015-12-16,3500.0
2015-12-17,3500.0
2015-12-18,3500.0
2015-12-21,3500.0
2015-12-22,3500.0
2015-12-23,3500.0
2015-12-24,3500.0
2015-12-28,3400.0
2015-12-29,3400.0
2015-12-30,3600.0
2015-12-31,3400.0
2016-01-04,3600.0
2016-01-05,3500.0
2016-01-06,3500.0
2016-01-07,3500.0
2016-01-08,3500.0
2016-01-11,3500.0
2016-01-12,3500.0
2016-01-13,3500.0
2016-01-14,3500.0
2016-01-15,3400.0
2016-01-19,3600.0
2016-01-20,3500.0
2016-01-21,3500.0
2016-01-22,3200.0
2016-01-25,3200.0
2016-01-26,3500.0
2016-01-27,3800.0
2016-01-28,3800.0
2016-01-29,4000.0
2016-02-01,4000.0
2016-02-02,4000.0
2016-02-03,4000.0
2016-02-04,4000.0
2016-02-05,4000.0
2016-02-08,4000.0
2016-02-09,4000.0
2016-02-10,4000.0
2016-02-11,4000.0
2016-02-12,4000.0
2016-02-16,4000.0
2016-02-17,4000.0
2016-02-18,3600.0
2016-02-19,3600.0
2016-02-22,3600.0
2016-02-23,3600.0
2016-02-24,3600.0
2016-02-25,3600.0
2016-02-26,3800.0
2016-02-29,3800.0
2016-03-01,3800.0
2016-03-02,3800.0
2016-03-03,4100.0
2016-03-04,4000.0
2016-03-07,3900.0
2016-03-08,3900.0
2016-03-09,3700.0
2016-03-10,4000.0
2016-03-11,4000.0
2016-03-14,4000.0
2016-03-15,4000.0
2016-03-16,4000.0
2016-03-17,4000.0
2016-03-18,3800.0
2016-03-21,3800.0
2016-03-22,3600.0
2016-03-23,3300.0
2016-03-24,3400.0
2016-03-28,3400.0
2016-03-29,3400.0
2016-03-30,3700.0
2016-03-31,4000.0
2016-04-01,4100.0
2016-04-04,4000.0
2016-04-05,4000.0
2016-04-06,4000.0
2016-04-07,3600.0
2016-04-08,3900.0
2016-04-11,3600.0
2016-04-12,3600.0
2016-04-13,3600.0
2016-04-14,3800.0
2016-04-15,3800.0
2016-04-18,3800.0
2016-04-19,3800.0
2016-04-20,3900.0
2016-04-21,3900.0
2016-04-22,3900.0
2016-04-25,
2016-04-26,3700.0
2016-04-27,3700.0
2016-04-28,3700.0
2016-04-29,3700.0
2016-05-02,3700.0
2016-05-03,3700.0
2016-05-04,3700.0
2016-05-05,3800.0
2016-05-06,3500.0
2016-05-09,3800.0
2016-05-10,3800.0
2016-05-11,3800.0
2016-05-12,3600.0
2016-05-13,3800.0
2016-05-16,3800.0
2016-05-17,3800.0
2016-05-18,3800.0
2016-05-19,3800.0
2016-05-20,3800.0
2016-05-23,3800.0
2016-05-24,3800.0
2016-05-25,3800.0
2016-05-26,3800.0
2016-05-27,3800.0
2016-05-31,3800.0
2016-06-01,3700.0
2016-06-02,3700.0
2016-06-03,3700.0
2016-06-06,3700.0
2016-06-07,3600.0
2016-06-08,3600.0
2016-06-09,3600.0
2016-06-10,3600.0
2016-06-13,3600.0
2016-06-14,3600.0
2016-06-15,3500.0
2016-06-16,3500.0
2016-06-17,3500.0
2016-06-20,3500.0
2016-06-21,3500.0
2016-06-22,3500.0
2016-06-23,3500.0
2016-06-24,3500.0
2016-06-27,3500.0
2016-06-28,3500.0
2016-06-29,3600.0
2016-06-30,3400.0
2016-07-01,3400.0
2016-07-05,3500.0
2016-07-06,3500.0
2016-07-07,3500.0
2016-07-08,3400.0
2016-07-11,3600.0
2016-07-12,3600.0
2016-07-13,3400.0
2016-07-14,3400.0
2016-07-15,3400.0
2016-07-18,3400.0
2016-07-19,3400.0
2016-07-20,3500.0
2016-07-21,3500.0
2016-07-22,3400.0
2016-07-25,3400.0
2016-07-26,3400.0
2016-07-27,3400.0
2016-07-28,3600.0
2016-07-29,3500.0
2016-08-01,3500.0
2016-08-02,3500.0
2016-08-03,3800.0
2016-08-04,3800.0
2016-08-05,3800.0
2016-08-08,3800.0
2016-08-09,3800.0
2016-08-10,3800.0
2016-08-11,3800.0
2016-08-12,3500.0
2016-08-15,3500.0
2016-08-16,3500.0
2016-08-17,3400.0
2016-08-18,3400.0
2016-08-19,3400.0
2016-08-22,3700.0
2016-08-23,3700.0
2016-08-24,3700.0
2016-08-25,3700.0
2016-08-26,3700.0
2016-08-29,3700.0
2016-08-30,3700.0
2016-08-31,3700.0
2016-09-01,3700.0
2016-09-02,3700.0
2016-09-06,3700.0
2016-09-07,3700.0
2016-09-08,3600.0
2016-09-09,3600.0
2016-09-12,3600.0
2016-09-13,3400.0
2016-09-14,3400.0
2016-09-15,3300.0
2016-09-16,3300.0
2016-09-19,3600.0
2016-09-20,3600.0
2016-09-21,3600.0
2016-09-22,3600.0
2016-09-23,3600.0
2016-09-26,3400.0
2016-09-27,3400.0
2016-09-28,3400.0
2016-09-29,3400.0
2016-09-30,3600.0
2016-10-03,3600.0
2016-10-04,3600.0
2016-10-05,3500.0
2016-10-06,3500.0
2016-10-07,3700.0
2016-10-10,3700.0
2016-10-11,3900.0
2016-10-12,4200.0
2016-10-13,4600.0
2016-10-14,5000.0
2016-10-17,5500.0
2016-10-18,5400.0
2016-10-19,5000.0
2016-10-20,5500.0
2016-10-21,5800.0
2016-10-24,5300.0
2016-10-25,5500.0
2016-10-26,5000.0
2016-10-27,5300.0
2016-10-28,5300.0
2016-10-31,5800.0
2016-11-01,6300.0
2016-11-02,6900.0
2016-11-03,7500.0
2016-11-04,8200.0
2016-11-07,8500.0
2016-11-08,8600.0
2016-11-09,7800.0
2016-11-10,7500.0
2016-11-11,7500.0
2016-11-14,7600.0
2016-11-15,8300.0
2016-11-16,9000.0
2016-11-17,8500.0
2016-11-18,9200.0
2016-11-21,8300.0
2016-11-22,8300.0
2016-11-23,8300.0
2016-11-25,8100.0
2016-11-28,8900.0
2016-11-29,8100.0
2016-11-30,8100.0
2016-12-01,7300.0
2016-12-02,7900.0
2016-12-05,7900.0
2016-12-06,7900.0
2016-12-07,7900.0
2016-12-08,7900.0
2016-12-09,8600.0
2016-12-12,7800.0
2016-12-13,7800.0
2016-12-14,7800.0
2016-12-15,7100.0
2016-12-16,7800.0
2016-12-19,7800.0
2016-12-20,8000.0
2016-12-21,7300.0
2016-12-22,8000.0
2016-12-23,8800.0
