Date,LIZ
2014-07-09,
2014-07-10,
2014-07-11,
2014-07-14,27.780001000000002
2014-07-15,27.735001
2014-07-16,27.610001
2014-07-17,27.945
2014-07-18,27.931998999999998
2014-07-21,28.860001
2014-07-22,28.780001000000002
2014-07-23,29.290001
2014-07-24,29.715
2014-07-25,29.805
2014-07-28,29.325001
2014-07-29,29.309998999999998
2014-07-30,28.625
2014-07-31,28.639999
2014-08-01,28.059998999999998
2014-08-04,27.799999
2014-08-05,27.603001000000003
2014-08-06,28.075001
2014-08-07,27.655001000000002
2014-08-08,27.695
2014-08-11,28.395
2014-08-12,21.450001
2014-08-13,21.535
2014-08-14,23.195
2014-08-15,23.424999
2014-08-18,23.459999
2014-08-19,24.280001000000002
2014-08-20,24.73
2014-08-21,24.855
2014-08-22,24.021998999999997
2014-08-25,24.450001
2014-08-26,24.737
2014-08-27,24.68
2014-08-28,24.42
2014-08-29,24.415001
2014-09-02,24.533001000000002
2014-09-03,24.825001
2014-09-04,24.584
2014-09-05,24.702999
2014-09-08,24.452999
2014-09-09,23.975
2014-09-10,23.74
2014-09-11,23.950001
2014-09-12,23.68
2014-09-15,23.43
2014-09-16,23.174999
2014-09-17,23.365
2014-09-18,23.280001000000002
2014-09-19,23.305
2014-09-22,23.07
2014-09-23,22.079
2014-09-24,22.24
2014-09-25,22.476
2014-09-26,21.709999
2014-09-29,21.139999
2014-09-30,20.620001000000002
2014-10-01,20.554001
2014-10-02,20.334999
2014-10-03,20.334999
2014-10-06,21.594998999999998
2014-10-07,21.631001
2014-10-08,21.062
2014-10-09,21.049
2014-10-10,20.43
2014-10-13,19.778999
2014-10-14,19.886999
2014-10-15,19.413
2014-10-16,19.889
2014-10-17,19.877001
2014-10-20,19.822001
2014-10-21,20.547001
2014-10-22,20.67
2014-10-23,20.612
2014-10-24,20.507998999999998
2014-10-27,20.461
2014-10-28,21.007
2014-10-29,21.333
2014-10-30,21.462999
2014-10-31,21.454
2014-11-03,21.952
2014-11-04,21.128
2014-11-05,20.774
2014-11-06,20.819
2014-11-07,24.254998999999998
2014-11-10,24.145
2014-11-11,23.422001
2014-11-12,23.128
2014-11-13,23.253
2014-11-14,22.987
2014-11-17,22.938
2014-11-18,23.103001000000003
2014-11-19,23.455999
2014-11-20,23.419001
2014-11-21,23.736
2014-11-24,24.76
2014-11-25,25.367001000000002
2014-11-26,24.931
2014-11-28,25.767
2014-12-01,24.823
2014-12-02,24.504998999999998
2014-12-03,24.68
2014-12-04,24.038
2014-12-05,24.215
2014-12-08,23.67
2014-12-09,23.392
2014-12-10,23.101999
2014-12-11,23.614
2014-12-12,22.818001000000002
2014-12-15,
2014-12-16,
2014-12-17,
2014-12-18,
2014-12-19,
2014-12-22,
2014-12-23,
2014-12-24,
2014-12-26,24.027
2014-12-29,25.827
2014-12-30,25.764999
2014-12-31,25.764999
2015-01-02,26.289
2015-01-05,25.719998999999998
2015-01-06,24.136999
2015-01-07,25.657
2015-01-08,24.497
2015-01-09,23.075001
2015-01-12,23.583
2015-01-13,22.796
2015-01-14,22.298
2015-01-15,22.636
2015-01-16,23.660999
2015-01-20,23.684
2015-01-21,24.18
2015-01-22,24.51
2015-01-23,25.386999
2015-01-26,25.396
2015-01-27,25.219
2015-01-28,26.165001
2015-01-29,26.709999
2015-01-30,27.895
2015-02-02,27.268998999999997
2015-02-03,27.694
2015-02-04,28.127001
2015-02-05,27.903999
2015-02-06,28.326
2015-02-09,28.811001
2015-02-10,28.898001
2015-02-11,29.231001000000003
2015-02-12,29.070999
2015-02-13,29.551001
2015-02-17,29.327999
2015-02-18,29.361
2015-02-19,29.207001
2015-02-20,29.5
2015-02-23,
2015-02-24,
2015-02-25,
2015-02-26,
2015-02-27,
2015-03-02,
2015-03-03,
2015-03-04,31.563999
2015-03-05,30.063
2015-03-06,30.319
2015-03-09,29.263
2015-03-10,28.735001
2015-03-11,28.903999
2015-03-12,28.875
2015-03-13,29.245001000000002
2015-03-16,28.679001
2015-03-17,29.548
2015-03-18,29.448
2015-03-19,30.252001
2015-03-20,30.554001
2015-03-23,31.452999
2015-03-24,31.000999
2015-03-25,
2015-03-26,
2015-03-27,
2015-03-30,
2015-03-31,
2015-04-01,
2015-04-02,
2015-04-06,
2015-04-07,
2015-04-08,
2015-04-09,
2015-04-10,
2015-04-13,
2015-04-14,
2015-04-15,31.73
2015-04-16,31.059
2015-04-17,30.003
2015-04-20,
2015-04-21,
2015-04-22,
2015-04-23,
2015-04-24,
2015-04-27,
2015-04-28,
2015-04-29,
2015-04-30,
2015-05-01,
2015-05-04,29.273001
2015-05-05,29.125
2015-05-06,28.336
2015-05-07,
2015-05-08,
2015-05-11,
2015-05-12,
2015-05-13,
2015-05-14,
2015-05-15,
2015-05-18,
2015-05-19,
2015-05-20,24.013
2015-05-21,
2015-05-22,
2015-05-26,
2015-05-27,
2015-05-28,
2015-05-29,
2015-06-01,22.528999
2015-06-02,22.92
2015-06-03,23.292999
2015-06-04,23.504998999999998
2015-06-05,23.011999
2015-06-08,
2015-06-09,
2015-06-10,
2015-06-11,
2015-06-12,
2015-06-15,
2015-06-16,
2015-06-17,
2015-06-18,
2015-06-19,
2015-06-22,
2015-06-23,
2015-06-24,
2015-06-25,
2015-06-26,
2015-06-29,
2015-06-30,
2015-07-01,
2015-07-02,
2015-07-06,19.016001
2015-07-07,19.035999
2015-07-08,18.746
2015-07-09,19.219998999999998
2015-07-10,20.35
2015-07-13,
2015-07-14,
2015-07-15,
2015-07-16,
2015-07-17,
2015-07-20,
2015-07-21,
2015-07-22,
2015-07-23,
2015-07-24,17.589001
2015-07-27,16.836
2015-07-28,17.27
2015-07-29,
2015-07-30,
2015-07-31,
2015-08-03,
2015-08-04,
2015-08-05,
2015-08-06,
2015-08-07,
2015-08-10,
2015-08-11,
2015-08-12,
2015-08-13,
2015-08-14,
2015-08-17,
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,
2015-08-24,
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,
2015-08-31,
2015-09-01,
2015-09-02,
2015-09-03,
2015-09-04,
2015-09-08,
2015-09-09,
2015-09-10,
2015-09-11,
2015-09-14,17.09
2015-09-15,17.209999
2015-09-16,17.947001
2015-09-17,17.950001
2015-09-18,17.933001
2015-09-21,18.066999
2015-09-22,18.049999
2015-09-23,17.205999
2015-09-24,
2015-09-25,
2015-09-28,
2015-09-29,
2015-09-30,
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,
2015-10-09,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,
2015-10-16,18.5
2015-10-19,18.059998999999998
2015-10-20,18.132998999999998
2015-10-21,18.424999
2015-10-22,18.153999
2015-10-23,17.92
2015-10-26,18.115
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-09,19.318001000000002
2015-11-10,19.395
2015-11-11,19.146998999999997
2015-11-12,18.299999
2015-11-13,18.547001
2015-11-16,18.139999
2015-11-17,17.754998999999998
2015-11-18,17.51
2015-11-19,17.577
2015-11-20,18.395
2015-11-23,
2015-11-24,
2015-11-25,
2015-11-27,
2015-11-30,
2015-12-01,
2015-12-02,
2015-12-03,18.329
2015-12-04,17.52
2015-12-07,17.615
2015-12-08,17.197001
2015-12-09,17.615
2015-12-10,17.061001
2015-12-11,16.878
2015-12-14,16.33
2015-12-15,16.264
2015-12-16,16.309
2015-12-17,16.759001
2015-12-18,16.372999
2015-12-21,16.235001
2015-12-22,15.64
2015-12-23,15.731
2015-12-24,15.731
2015-12-28,16.040001
2015-12-29,15.815
2015-12-30,
2015-12-31,
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,16.030001000000002
2016-01-08,
2016-01-11,15.37
2016-01-12,15.515
2016-01-13,15.63
2016-01-14,15.075
2016-01-15,14.705
2016-01-19,15.075
2016-01-20,14.255
2016-01-21,14.799
2016-01-22,14.691
2016-01-25,15.12
2016-01-26,15.48
2016-01-27,
2016-01-28,15.705
2016-01-29,15.805
2016-02-01,16.52
2016-02-02,16.815001000000002
2016-02-03,16.34
2016-02-04,16.655001000000002
2016-02-05,15.75
2016-02-08,14.385
2016-02-09,13.825
2016-02-10,14.365
2016-02-11,13.75
2016-02-12,14.115
2016-02-16,14.86
2016-02-17,15.415
2016-02-18,15.275
2016-02-19,14.865
2016-02-22,16.076
2016-02-23,16.42
2016-02-24,16.719998999999998
2016-02-25,17.125
2016-02-26,18.004998999999998
2016-02-29,18.405001000000002
2016-03-01,19.405001000000002
2016-03-02,20.65
2016-03-03,21.055
2016-03-04,21.469998999999998
2016-03-07,21.389999
2016-03-08,21.290001
2016-03-09,21.158001000000002
2016-03-10,20.653
2016-03-11,21.320999
2016-03-14,
2016-03-15,
2016-03-16,
2016-03-17,
2016-03-18,
2016-03-21,
2016-03-22,22.08
2016-03-23,21.691999
2016-03-24,
2016-03-28,
2016-03-29,
2016-03-30,
2016-03-31,
2016-04-01,
2016-04-04,21.823
2016-04-05,21.594998999999998
2016-04-06,21.76
2016-04-07,21.240999
2016-04-08,21.198999
2016-04-11,21.114
2016-04-12,20.632998999999998
2016-04-13,21.975
2016-04-14,21.783001000000002
2016-04-15,21.541
2016-04-18,21.49
2016-04-19,21.816999
2016-04-20,21.639999
2016-04-21,22.047001
2016-04-22,22.224001
2016-04-25,21.934998999999998
2016-04-26,22.489
2016-04-27,22.528999
2016-04-28,23.325001
2016-04-29,22.254998999999998
2016-05-02,22.18
2016-05-03,22.469998999999998
2016-05-04,22.195
2016-05-05,21.790001
2016-05-06,21.459999
2016-05-09,21.155001000000002
2016-05-10,21.155001000000002
2016-05-11,20.035
2016-05-12,19.677999
2016-05-13,19.562
2016-05-16,
2016-05-17,
2016-05-18,
2016-05-19,
2016-05-20,
2016-05-23,
2016-05-24,
2016-05-25,
2016-05-26,19.603001000000003
2016-05-27,19.754998999999998
2016-05-31,19.605
2016-06-01,19.782
2016-06-02,19.129
2016-06-03,18.288
2016-06-06,18.57
2016-06-07,19.139999
2016-06-08,18.875
2016-06-09,19.049999
2016-06-10,17.922001
2016-06-13,17.940001000000002
2016-06-14,17.372
2016-06-15,18.129
2016-06-16,17.665001
2016-06-17,17.615999
2016-06-20,18.780001000000002
2016-06-21,18.759001
2016-06-22,18.641001
2016-06-23,18.728001000000003
2016-06-24,17.849001
2016-06-27,
2016-06-28,
2016-06-29,
2016-06-30,
2016-07-01,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-11,
2016-07-12,
2016-07-13,
2016-07-14,
2016-07-15,
2016-07-18,
2016-07-19,
2016-07-20,19.145
2016-07-21,19.225
2016-07-22,19.225
2016-07-25,
2016-07-26,
2016-07-27,
2016-07-28,
2016-07-29,
2016-08-01,
2016-08-02,
2016-08-03,17.985001
2016-08-04,
2016-08-05,
2016-08-08,
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-15,
2016-08-16,
2016-08-17,
2016-08-18,
2016-08-19,16.700001
2016-08-22,17.01
2016-08-23,16.93
2016-08-24,17.219998999999998
2016-08-25,
2016-08-26,
2016-08-29,
2016-08-30,
2016-08-31,
2016-09-01,
2016-09-02,
2016-09-06,16.645
2016-09-07,17.01
2016-09-08,17.17
2016-09-09,16.424999
2016-09-12,16.174999
2016-09-13,16.264999
2016-09-14,16.594998999999998
2016-09-15,16.445
2016-09-16,16.610001
2016-09-19,16.825001
2016-09-20,16.700001
2016-09-21,16.645
2016-09-22,16.645
2016-09-23,16.645
2016-09-26,16.605
2016-09-27,15.89
2016-09-28,
2016-09-29,15.995
2016-09-30,15.4
2016-10-03,
2016-10-04,
2016-10-05,
2016-10-06,
2016-10-07,
2016-10-10,
2016-10-11,
2016-10-12,
2016-10-13,16.105
2016-10-14,16.08
2016-10-17,
2016-10-18,
2016-10-19,
2016-10-20,
2016-10-21,
2016-10-24,
2016-10-25,
2016-10-26,
2016-10-27,
2016-10-28,
2016-10-31,
2016-11-01,
2016-11-02,
2016-11-03,
2016-11-04,
2016-11-07,
2016-11-08,
2016-11-09,13.95
2016-11-10,14.435
2016-11-11,15.24
2016-11-14,15.875
2016-11-15,
2016-11-16,
2016-11-17,
2016-11-18,
2016-11-21,
2016-11-22,
2016-11-23,
2016-11-25,
2016-11-28,
2016-11-29,
2016-11-30,
2016-12-01,
2016-12-02,
2016-12-05,
2016-12-06,
2016-12-07,
2016-12-08,
2016-12-09,
2016-12-12,
2016-12-13,
2016-12-14,14.82
2016-12-15,14.505
2016-12-16,14.53
2016-12-19,14.205
2016-12-20,14.105
2016-12-21,14.205
2016-12-22,14.205
2016-12-23,13.585
2016-12-27,13.495
2016-12-28,13.68
2016-12-29,17.09
2016-12-30,17.549999
2017-01-03,17.355
2017-01-04,17.205
2017-01-05,16.745001000000002
2017-01-06,16.879998999999998
2017-01-09,16.75
2017-01-10,16.975
2017-01-11,16.975
2017-01-12,
2017-01-13,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-23,17.690001000000002
2017-01-24,17.08
2017-01-25,17.405001000000002
2017-01-26,17.405001000000002
2017-01-27,17.405001000000002
2017-01-30,16.795
2017-01-31,16.940001000000002
2017-02-01,16.885
2017-02-02,16.969998999999998
2017-02-03,16.969998999999998
2017-02-06,16.895
2017-02-07,16.969998999999998
2017-02-08,17.014999
2017-02-09,17.530001000000002
2017-02-10,17.665001
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,22.309998999999998
2017-03-13,22.309998999999998
2017-03-14,22.385
2017-03-15,22.530001000000002
2017-03-16,22.33
2017-03-17,22.190001000000002
2017-03-20,22.209999
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-27,
2017-03-28,
2017-03-29,
2017-03-30,
2017-03-31,
2017-04-03,
2017-04-04,
2017-04-05,
2017-04-06,
2017-04-07,
2017-04-10,
2017-04-11,
2017-04-12,
2017-04-13,
2017-04-17,
2017-04-18,
2017-04-19,
2017-04-20,
2017-04-21,
2017-04-24,
2017-04-25,
2017-04-26,
2017-04-27,
2017-04-28,
2017-05-01,
2017-05-02,
2017-05-03,
2017-05-04,
2017-05-05,
2017-05-08,
2017-05-09,
2017-05-10,
2017-05-11,
2017-05-12,
2017-05-15,
2017-05-16,
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-05,
2017-06-06,
2017-06-07,
2017-06-08,
2017-06-09,
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-03,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,
2017-07-28,
2017-07-31,
2017-08-01,
2017-08-02,
2017-08-03,
2017-08-04,
2017-08-07,
2017-08-08,
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-14,
2017-08-15,
2017-08-16,
2017-08-17,
2017-08-18,
2017-08-21,
2017-08-22,
2017-08-23,
2017-08-24,
2017-08-25,
2017-08-28,
2017-08-29,
2017-08-30,
2017-08-31,
2017-09-01,
2017-09-05,
2017-09-06,
2017-09-07,
2017-09-08,
2017-09-11,
2017-09-12,
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,
2017-09-22,
2017-09-25,
2017-09-26,
2017-09-27,
2017-09-28,
2017-09-29,
2017-10-02,
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-24,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-04,
2017-12-05,
2017-12-06,
2017-12-07,
2017-12-08,
2017-12-11,
2017-12-12,
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-18,
2017-12-19,
2017-12-20,
2017-12-21,
2017-12-22,
2017-12-26,
2017-12-27,
2017-12-28,
2017-12-29,
2018-01-02,
2018-01-03,
2018-01-04,
2018-01-05,
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-26,
2018-03-27,
2018-03-28,
2018-03-29,
2018-04-02,
2018-04-03,
2018-04-04,
2018-04-05,
2018-04-06,
2018-04-09,
2018-04-10,
2018-04-11,
2018-04-12,
2018-04-13,
2018-04-16,
2018-04-17,
2018-04-18,
2018-04-19,
2018-04-20,
2018-04-23,
2018-04-24,
2018-04-25,
2018-04-26,
2018-04-27,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-07,
2018-05-08,
2018-05-09,
2018-05-10,
2018-05-11,
2018-05-14,
2018-05-15,
2018-05-16,
2018-05-17,
2018-05-18,
2018-05-21,
2018-05-22,
2018-05-23,
2018-05-24,
2018-05-25,
2018-05-29,
2018-05-30,
2018-05-31,
2018-06-01,
2018-06-04,
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,
2018-07-17,
2018-07-18,
2018-07-19,
2018-07-20,
2018-07-23,
2018-07-24,
2018-07-25,
2018-07-26,
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
